"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",3274,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",3149,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",3245,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",3373,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",3603,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",3520,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",2668,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",3421,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",3752,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",3470,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",3799,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",4110,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",4175,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",4360,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",5128,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",5151,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",5292,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",158693,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",156336,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",172840,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",177465,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",193140,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",225287,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",233987,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",223980,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",240810,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",262504,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",257007,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",196188,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",218091,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",243866,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",237722,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",224434,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",210157,"B"
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",195054,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",187557,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",191914,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",186344,
"UKR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",181844,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",2537,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",1190,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",1917,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",1989,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",2253,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",2591,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",3164,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",3482,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",4232,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",4551,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",4339,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",2967,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",3522,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",3611,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",2769,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",3022,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",2988,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",3248,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",3087,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",3288,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",3932,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",2861,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",51,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",66,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",55,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",93,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",133,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",182,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",185,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",184,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",101,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",151,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",136,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",73,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",105,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",94,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",112,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",112,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",169,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",1049.2,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",1127.7,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",1172.9,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",1098.4,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",1102.5,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",1111.9,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",1173.2,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",1148.7,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",1122.5,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",1176.7,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",1056,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",799.2,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",1062,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",1099.2,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",1011.2,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",1058,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",1165.4,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",1155,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",1404.4,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",1380.5,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",1235.1,
"ISR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",1241.5,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",9824,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",9102,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",8696,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",8987,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",9445,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",10989,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",11603,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",12262,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",12628,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",12871,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",12025,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",10649,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",12112,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",12198,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",10583,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",9746,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",8893,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",8274,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",8529,
"ARG","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",8377,
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",3833.633027,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",4118.699224,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",4089.738747,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",3981.463012,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",4103.932874,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",4085.724617,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",4076.755917,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",3770,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",3816,"P"
"CHL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",3079,"P"
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",4757,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",4729,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",4576,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",4622,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",4943,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",5110,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",5524,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",5825,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",5744,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",5837,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",4959,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",4111,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",5572,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",5976,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",5383.499,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",4748.521,
"MAR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",3896,
