Code,GEO/TIME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
FR25,FR25 - Basse-Normandie (NUTS 2013),1390890,1394761,1397801,1402650,1405337,1408316,1411452,1416140,1418774,1421947,1426928,1432400,1437801,1442916,1447429,1452425,1456793,1461429,1467425,1470880,1473494,1475684,1477209,1478712,1479378,1479484,1478803,1477290,,
FR26,FR26 - Bourgogne (NUTS 2013),1609399,1611236,1613265,1614605,1615153,1615509,1614875,1614401,1613233,1610833,1612818,1615651,1618437,1620757,1622456,1626190,1628837,1633891,1638588,1642440,1642115,1642734,1641130,1642687,1642551,1641205,1639637,1637366,,
FR3 ,FR3 - Nord-Pas-de-Calais (NUTS 2013),3961703,3965393,3971196,3977782,3981783,3986346,3991531,3994535,3995437,3997467,3997864,4001142,4005577,4008628,4010548,4015613,4018644,4021676,4024490,4033197,4038157,4042015,4050756,4060741,4076061,4077886,4083273,4087132,,
FR30,FR30 - Nord-Pas-de-Calais (NUTS 2013),3961703,3965393,3971196,3977782,3981783,3986346,3991531,3994535,3995437,3997467,3997864,4001142,4005577,4008628,4010548,4015613,4018644,4021676,4024490,4033197,4038157,4042015,4050756,4060741,4076061,4077886,4083273,4087132,,
FR4 ,FR4 - Est (FR) (NUTS 2013),5023528,5039448,5057882,5079892,5097394,5114503,5128917,5141742,5148465,5161496,5180376,5201564,5222535,5241576,5259759,5281614,5301866,5325800,5347379,5361373,5368370,5376422,5385369,5390476,5393418,5400531,5400558,5399511,,
FR41,FR41 - Lorraine (NUTS 2013),2304291,2304714,2307592,2311514,2313867,2315488,2315782,2316244,2312566,2311655,2314909,2318791,2323026,2326019,2328136,2332468,2335749,2339881,2346361,2350112,2350920,2350657,2349816,2345197,2342397,2341531,2336356,2330674,,
FR42,FR42 - Alsace (NUTS 2013),1622810,1635430,1647964,1662967,1675733,1687475,1699339,1710779,1719985,1732588,1743955,1756078,1768054,1779575,1791145,1803402,1815493,1827248,1837087,1843053,1845687,1852325,1859869,1868183,1872949,1879265,1884204,1888937,,
FR43,FR43 - Franche-Comté (NUTS 2013),1096427,1099304,1102326,1105411,1107794,1111540,1113796,1114719,1115914,1117253,1121512,1126695,1131455,1135982,1140478,1145744,1150624,1158671,1163931,1168208,1171763,1173440,1175684,1177096,1178072,1179735,1179998,1179900,,
FR5 ,FR5 - Ouest (FR) (NUTS 2013),7444731,7475621,7507285,7543413,7572382,7605721,7641424,7680737,7723784,7763770,7826984,7898136,7970874,8043396,8114881,8193283,8269070,8342662,8412579,8474687,8540924,8596653,8653702,8709338,8765074,8815235,8859028,8900134,,
FR51,FR51 - Pays de la Loire (NUTS 2013),3055197,3071600,3090225,3110784,3128438,3145757,3164039,3182305,3200459,3219960,3248994,3281679,3314649,3347675,3379784,3415391,3450413,3482594,3510170,3539048,3571495,3601113,3632614,3660852,3690833,3718512,3742638,3765798,,
FR52,FR52 - Bretagne (NUTS 2013),2794317,2803483,2811473,2822722,2830583,2840680,2853664,2870354,2888237,2904075,2927612,2954324,2981765,3009249,3037077,3066585,3094534,3120288,3149701,3175064,3199066,3217767,3237097,3258707,3276543,3293850,3309220,3323130,,
FR53,FR53 - Poitou-Charentes (NUTS 2013),1595217,1600538,1605587,1609907,1613361,1619284,1623721,1628078,1635088,1639735,1650378,1662133,1674460,1686472,1698020,1711307,1724123,1739780,1752708,1760575,1770363,1777773,1783991,1789779,1797698,1802873,1807170,1811206,,
FR6 ,FR6 - Sud-Ouest (FR) (NUTS 2013),5950151,5977498,6006602,6033567,6047971,6067468,6086732,6111194,6135161,6168494,6224726,6287932,6353828,6419832,6486076,6558756,6627520,6698138,6756596,6810629,6856879,6898725,6951195,7008555,7060607,7110111,7157674,7204552,,
FR61,FR61 - Aquitaine (NUTS 2013),2795610,2810508,2824048,2837490,2845808,2855720,2864475,2876822,2888793,2906748,2933223,2962914,2993132,3023922,3054587,3088196,3119778,3150890,3177625,3206137,3232352,3254233,3285970,3316889,3343326,3370578,3396364,3422179,,
FR62,FR62 - Midi-Pyrénées (NUTS 2013),2431081,2445108,2461633,2476375,2483633,2494806,2506942,2520325,2533766,2550275,2578254,2609222,2641980,2674559,2707583,2743073,2776822,2810247,2838228,2862707,2881756,2903420,2926592,2954157,2979161,3001502,3024327,3046465,,
FR63,FR63 - Limousin (NUTS 2013),723460,721882,720921,719702,718530,716942,715315,714047,712602,711471,713249,715796,718716,721351,723906,727487,730920,737001,740743,741785,742771,741072,738633,737509,738120,738031,736983,735908,,
FR7 ,FR7 - Centre-Est (FR) (NUTS 2013),6668168,6708765,6750446,6790892,6812295,6837322,6862646,6890849,6918402,6949608,7000751,7057821,7115944,7173919,7231833,7295515,7357284,7405206,7459092,7518004,7578078,7634223,7695264,7757595,7820966,7877698,7933200,7986827,,
FR71,FR71 - Rhône-Alpes (NUTS 2013),5346407,5389048,5433044,5474915,5498280,5525090,5551758,5580618,5608783,5640234,5688524,5741877,5796144,5850513,5904729,5963736,6021346,6065959,6117229,6174040,6230691,6283541,6341160,6399927,6460505,6515331,6569276,6621564,,
FR72,FR72 - Auvergne (NUTS 2013),1321761,1319717,1317402,1315977,1314015,1312232,1310888,1310231,1309619,1309374,1312227,1315944,1319800,1323406,1327104,1331779,1335938,1339247,1341863,1343964,1347387,1350682,1354104,1357668,1360461,1362367,1363924,1365263,,
FR8 ,FR8 - Méditerranée (NUTS 2013),6622057,6680680,6732193,6785494,6833388,6872762,6914767,6959288,7012834,7054942,7128119,7207281,7292312,7378601,7463073,7555374,7643494,7724094,7767597,7805617,7845198,7900601,7952099,8003604,8059242,8107943,8153897,8198161,,
FR81,FR81 - Languedoc-Roussillon (NUTS 2013),2115168,2135522,2153832,2175024,2192819,2209034,2229405,2249187,2273724,2292405,2322072,2353629,2388723,2424518,2459969,2497718,2534144,2560870,2581718,2610890,2636350,2670046,2700266,2729721,2751592,2772683,2794804,2815936,,
FR82,FR82 - Provence-Alpes-Côte d'Azur (NUTS 2013),4257244,4293499,4326663,4356875,4383592,4405312,4426194,4451004,4479644,4502385,4541508,4584379,4629496,4675056,4719132,4768564,4815232,4864015,4882913,4889053,4899155,4916069,4935576,4953675,4983438,5007977,5028341,5047942,,
FR83,FR83 - Corse (NUTS 2013),249645,251659,251698,253595,256977,258416,259168,259097,259466,260152,264539,269273,274093,279027,283972,289092,294118,299209,302966,305674,309693,314486,316257,320208,324212,327283,330752,334283,,
FRA ,FRA - Départements d'outre-mer (NUTS 2013),,,,,,,,,,,,,,,,,,,,,,,,,,2155458,2171981,2187987,,
FRA1,FRA1 - Guadeloupe (NUTS 2013),,,,,,,,,,,,,,,,,,,,,,,,437713,435293,433674,431602,429085,,
FRA2,FRA2 - Martinique (NUTS 2013),,,,,,,,,,380863,383575,386542,389302,391676,393852,395982,397732,397730,397693,396404,394173,392291,388364,385551,383911,380877,378043,374780,,
FRA3,FRA3 - Guyane (NUTS 2013),,,,,,,,,,155760,162018,168614,176638,184792,193167,199206,205954,213031,219266,224469,229040,237549,239648,244118,252338,259865,266812,274153,,
FRA4,FRA4 - La Réunion (NUTS 2013),,,,,,,,,,703820,716314,729010,740207,750840,761630,772907,781962,794107,808250,816364,821136,828581,833944,835103,842767,850727,855992,860815,,
FRA5,FRA5 - Mayotte (NUTS 2013),,,,,,,,,,,,,,,,,,,,,,,,,,230315,239532,249154,,
FRX ,FRX - Nicht regionalisiert / Unbekannte NUTS 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRXX,FRXX - Nicht regionalisiert / Unbekannte NUTS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR -,HR - Kroatien,4772556,4782179,4595866,4555771,4645155,4658893,4581167,4533028,4536812,4527459,4497735,4295406,4305494,4305384,4305725,4310861,4312487,4313530,4311967,4309796,4302847,4289857,4275984,4262140,4246809,4225316,4190669,4154213,4105493,4076246
HR0 ,HR0 - Hrvatska,4772556,4782179,4595866,4555771,4645155,4658893,4581167,4533028,4536812,4527459,4497735,4295406,4305494,4305384,4305725,4310861,4312487,4313530,4311967,4309796,4302847,4289857,4275984,4262140,4246809,4225316,4190669,4154213,4105493,4076246
HR03,HR03 - Jadranska Hrvatska,,,,,,,,,,,,1363190,1371890,1378357,1384187,1392937,1399795,1406970,1412009,1415015,1415971,1413426,1410551,1407798,1405908,1402229,1394290,1387363,1378339,1374071
HR04,HR04 - Kontinentalna Hrvatska,,,,,,,,,,,,2932216,2933604,2927027,2921538,2917924,2912692,2906560,2899958,2894781,2886876,2876431,2865433,2854342,2840901,2823087,2796379,2766850,2727154,2702175
IT -,IT - Italien,56694360,56744119,56773199,56822084,56843445,56845945,56846300,56879278,56908265,56913634,56929477,56960692,56987507,57130506,57495900,57874753,58064214,58223744,58652875,59000586,59190143,59364690,59394207,59685227,60782668,60795612,60665551,60589445,60483973,60359546
ITC ,ITC - Nord-Ovest,14970142,14957236,14949230,14940675,14918337,14894954,14878027,14883269,14887495,14893675,14902879,14921776,14934254,14979197,15102227,15246856,15318858,15376639,15500793,15605507,15666121,15729074,15752503,15861548,16130725,16138643,16110977,16103882,16095306,16093286
ITC1,ITC1 - Piemonte,4324173,4307852,4298870,4288065,4274380,4261168,4250494,4245330,4238764,4232495,4225083,4219421,4212090,4219397,4254443,4272118,4279510,4285466,4332069,4356322,4362041,4364309,4357663,4374052,4436798,4424467,4404246,4392526,4375865,4356406
ITC2,ITC2 - Valle d'Aosta/Vallée d'Aoste,114409,115275,115896,116244,116389,116653,117063,117588,118071,118615,118861,119273,119353,120372,121555,122927,123969,124654,125550,126369,126686,126761,126620,127844,128591,128298,127329,126883,126202,125666
ITC3,ITC3 - Liguria,1694410,1684514,1674120,1662053,1652196,1641159,1629143,1618812,1608299,1597964,1587787,1578998,1569787,1565791,1569018,1575191,1574148,1572551,1573333,1577301,1576443,1574132,1567339,1565127,1591939,1583263,1571053,1565307,1556981,1550640
ITC4,ITC4 - Lombardia,8837150,8849595,8860344,8874313,8875372,8875974,8881327,8901539,8922361,8944601,8971148,9004084,9033024,9073637,9157211,9276620,9341231,9393968,9469841,9545515,9600951,9663872,9700881,9794525,9973397,10002615,10008349,10019166,10036258,10060574
ITH ,ITH - Nord-Est,,,,,,,,,,,,10608795,10654684,10728677,10843188,10954553,11028130,11097006,11219364,11335590,11387297,11428451,11442262,11521037,11654486,11661160,11643601,11637102,11640852,11652827
ITH1,ITH1 - Provincia Autonoma di Bolzano/Bozen,437426,438916,440635,442450,444327,446195,448361,450683,453549,455859,458553,461101,462827,466685,470116,474568,479354,484280,490035,494559,498315,501815,504708,509626,515714,518518,520891,524256,527750,531178
ITH2,ITH2 - Provincia Autonoma di Trento,445997,448280,449805,451606,453863,455982,458159,460984,463899,467025,470505,474310,476792,481341,487390,493907,498537,503147,509109,514881,518796,522486,524877,530308,536237,537416,538223,538604,539898,541098
ITH3,ITH3 - Veneto,4364265,4372865,4381173,4388825,4394897,4400073,4409243,4426481,4444340,4464206,4485059,4508580,4529008,4562181,4619015,4669405,4701951,4728911,4783323,4827619,4841933,4851958,4853657,4881756,4926818,4927596,4915123,4907529,4905037,4905854
ITH4,ITH4 - Friuli-Venezia Giulia,1200155,1198178,1196164,1191952,1186719,1183131,1180292,1177870,1177178,1177047,1178264,1181238,1183437,1188528,1194393,1199218,1201522,1205593,1214346,1221392,1221569,1220849,1217780,1221860,1229363,1227122,1221218,1217872,1215538,1215220
ITH5,ITH5 - Emilia-Romagna,,,,,,,,,,,,3983566,4002620,4029942,4072274,4117455,4146766,4175075,4222551,4277139,4306684,4331343,4341240,4377487,4446354,4450508,4448146,4448841,4452629,4459477
ITI ,ITI - Centro (IT),,,,,,,,,,,,10882173,10895285,10934021,11021050,11114220,11169260,11220431,11345946,11454789,11520777,11576480,11591705,11681498,12070842,12090637,12067803,12067524,12050054,12016009
ITI1,ITI1 - Toscana,3533095,3531357,3526897,3521712,3515048,3505309,3498181,3494793,3492712,3490565,3491580,3494857,3498497,3507126,3531825,3557577,3570259,3581920,3615187,3641389,3657340,3668948,3667780,3692828,3750511,3752654,3744398,3742437,3736968,3729641
ITI2,ITI2 - Umbria,809605,810623,811504,810885,812455,813664,814173,816105,817638,818737,820844,824187,826104,830302,840567,848070,853259,856151,866930,875261,880202,884010,883215,886239,896742,894762,891181,888908,884640,882015
ITI3,ITI3 - Marche,,,,,,,,,,,,1446785,1453403,1463766,1479929,1491214,1499237,1504727,1521242,1536302,1540272,1541950,1540688,1545155,1553138,1550796,1543752,1538055,1531753,1525271
ITI4,ITI4 - Lazio,5115628,5130191,5142908,5159157,5157006,5154261,5148923,5143465,5135769,5125728,5119323,5116344,5117281,5132827,5168729,5217359,5246505,5277633,5342587,5401837,5442963,5481572,5500022,5557276,5870451,5892425,5888472,5898124,5896693,5879082
ITF ,ITF - Sud,13886277,13909679,13922791,13952637,13983632,14006000,14015677,14017668,14015827,13994932,13966461,13935085,13906672,13898803,13932382,13957811,13944785,13926039,13965480,13971529,13977172,13983347,13970037,13980833,14167819,14149806,14110771,14071161,14022596,13957942
ITF1,ITF1 - Abruzzo,1243014,1245844,1249558,1252191,1252332,1254352,1255514,1257426,1259153,1260492,1261117,1261300,1261991,1265126,1273992,1280044,1283830,1285456,1297991,1306029,1307778,1307273,1306416,1312507,1333939,1331574,1326513,1322247,1315196,1311580
ITF2,ITF2 - Molise,330382,330557,330605,329889,329523,329214,328100,327041,325621,324125,322772,321468,320143,320218,320155,319483,318297,317206,317655,316955,315536,314342,313145,313341,314725,313348,312027,310449,308493,305617
ITF3,ITF3 - Campania,5607965,5621030,5631686,5655559,5674718,5691818,5703781,5715238,5723749,5722729,5717694,5708137,5699305,5699296,5720521,5743008,5741383,5737883,5750281,5750382,5758375,5765850,5764424,5769750,5869965,5861529,5850850,5839084,5826860,5801692
ITF4,ITF4 - Puglia,4013227,4025392,4031540,4039668,4049795,4055934,4057268,4054098,4051043,4042633,4034887,4026054,4020071,4020032,4024783,4033125,4033405,4032130,4040624,4043827,4048007,4053668,4050072,4050803,4090266,4090105,4077166,4063888,4048242,4029053
ITF5,ITF5 - Basilicata,611029,610970,610394,610191,610022,609799,608902,607150,605768,603507,601399,599404,597121,595070,594139,592650,589480,585732,584871,583556,581140,579358,577562,576194,578391,576619,573694,570365,567118,562869
ITF6,ITF6 - Calabria,2080660,2075886,2069008,2065139,2067242,2064883,2062112,2056715,2050493,2041446,2028592,2018722,2008041,1999061,1998792,1989501,1978390,1967632,1974058,1970780,1966336,1962856,1958418,1958238,1980533,1976631,1970521,1965128,1956687,1947131
ITG ,ITG - Isole,6607850,6615091,6614889,6630505,6645512,6656060,6659771,6659424,6657644,6646550,6633000,6612863,6596612,6589808,6597053,6601313,6603181,6603629,6621292,6633171,6638776,6647338,6637700,6640311,6758796,6755366,6732399,6709776,6675165,6639482
ITG1,ITG1 - Sicilia,4969910,4970805,4966884,4981012,4994781,5004913,5009331,5010307,5011170,5004493,4994427,4978068,4966723,4959528,4965633,4968623,4969155,4967981,4981526,4990588,4997429,5005657,4999854,4999932,5094937,5092080,5074261,5056641,5026989,4999891
ITG2,ITG2 - Sardegna,1637940,1644286,1648005,1649493,1650731,1651147,1650440,1649117,1646474,1642057,1638573,1634795,1629889,1630280,1631420,1632690,1634026,1635648,1639766,1642583,1641347,1641681,1637846,1640379,1663859,1663286,1658138,1653135,1648176,1639591
CY -,CY - Zypern,572655,587141,603069,619231,632944,645399,656333,666313,675215,682862,690497,697549,705539,713720,722893,733067,744013,757916,776333,796930,819140,839751,862011,865878,858000,847008,848319,854802,864236,875899
CY0 ,CY0 - Kypros,572655,587141,603069,619231,632944,645399,656333,666313,675215,682862,690497,697549,705539,713720,722893,733067,744013,757916,776333,796930,819140,839751,862011,865878,858000,847008,848319,854802,864236,875899
CY00,CY00 - Kypros,572655,587141,603069,619231,632944,645399,656333,666313,675215,682862,690497,697549,705539,713720,722893,733067,744013,757916,776333,796930,819140,839751,862011,865878,858000,847008,848319,854802,864236,875899
LV -,LV - Lettland,2668140,2658161,2643000,2585675,2540904,2500580,2469531,2444912,2420789,2399248,2381715,2353384,2320956,2299390,2276520,2249724,2227874,2208840,2191810,2162834,2120504,2074605,2044813,2023825,2001468,1986096,1968957,1950116,1934379,1919968
LV0 ,LV0 - Latvija,2668140,2658161,2643000,2585675,2540904,2500580,2469531,2444912,2420789,2399248,2381715,2353384,2320956,2299390,2276520,2249724,2227874,2208840,2191810,2162834,2120504,2074605,2044813,2023825,2001468,1986096,1968957,1950116,1934379,1919968
LV00,LV00 - Latvija,2668140,2658161,2643000,2585675,2540904,2500580,2469531,2444912,2420789,2399248,2381715,2353384,2320956,2299390,2276520,2249724,2227874,2208840,2191810,2162834,2120504,2074605,2044813,2023825,2001468,1986096,1968957,1950116,1934379,1919968
LT -,LT - Litauen,3693708,3701968,3706299,3693929,3671296,3642991,3615212,3588013,3562261,3536401,3512074,3486998,3454637,3431497,3398929,3355220,3289835,3249983,3212605,3183856,3141976,3052588,3003641,2971905,2943472,2921262,2888558,2847904,2808901,2794184
LT0 ,LT0 - Lietuva,3693708,3701968,3706299,3693929,3671296,3642991,3615212,3588013,3562261,3536401,3512074,3486998,3454637,3431497,3398929,3355220,3289835,3249983,3212605,3183856,3141976,3052588,3003641,2971905,2943472,2921262,2888558,2847904,2808901,2794184
LT01,LT01 - Sostines regionas,,,,,,,,,,,,850668,845292,843320,841748,838556,831237,828191,826306,826445,824193,811515,805915,806308,806106,807523,805380,805173,805367,810538
LT02,LT02 - Vidurio ir vakaru Lietuvos regionas,,,,,,,,,,,,2636330,2609345,2588177,2557181,2516664,2458598,2421792,2386299,2357411,2317783,2241073,2197726,2165597,2137366,2113739,2083178,2042731,2003534,1983646
LT00,LT00 - Lietuva (NUTS 2013),3693708,3701968,3706299,3693929,3671296,3642991,3615212,3588013,3562261,3536401,3512074,3486998,3454637,3431497,3398929,3355220,3289835,3249983,3212605,3183856,3141976,3052588,3003641,2971905,2943472,2921262,2888558,2847904,,
LU -,LU - Luxemburg,379300,384400,389600,394750,400200,405650,411600,416850,422050,427350,433600,439000,444050,448300,454960,461230,469086,476187,483799,493500,502066,511840,524853,537039,549680,562958,576249,590667,602005,613894
LU0 ,LU0 - Luxemburg,379300,384400,389600,394750,400200,405650,411600,416850,422050,427350,433600,439000,444050,448300,454960,461230,469086,476187,483799,493500,502066,511840,524853,537039,549680,562958,576249,590667,602005,613894
LU00,LU00 - Luxemburg,379300,384400,389600,394750,400200,405650,411600,416850,422050,427350,433600,439000,444050,448300,454960,461230,469086,476187,483799,493500,502066,511840,524853,537039,549680,562958,576249,590667,602005,613894
HU -,HU - Ungarn,10374823,10373140,10373805,10364996,10349959,10336636,10321152,10301158,10279621,10253301,10221515,10200298,10174853,10142362,10116742,10097549,10076581,10066158,10045401,10030975,10014324,9985722,9931925,9908798,9877365,9855571,9830485,9797561,9778371,9772756
HU1 ,HU1 - Közép-Magyarország,2966523,2970223,2971785,2969315,2964080,2907113,2895885,2884762,2871270,2859975,2845949,2831107,2829047,2824754,2829704,2840972,2855670,2872678,2897317,2925500,2951436,2971246,2940818,2953883,2965413,2983733,2993948,3000076,3011598,3031160
HU11,HU11 - Budapest,,,,,,,,,,,,,,,,,,,,,,,,,1744665,1757618,1759407,1752704,1749734,1752286
HU12,HU12 - Pest,,,,,,,,,,,,,,,,,,,,,,,,,1220748,1226115,1234541,1247372,1261864,1278874
HU10,HU10 - Közép-Magyarország (NUTS 2013),2966523,2970223,2971785,2969315,2964080,2907113,2895885,2884762,2871270,2859975,2845949,2831107,2829047,2824754,2829704,2840972,2855670,2872678,2897317,2925500,2951436,2971246,2940818,2953883,2965413,2983733,2993948,3000076,,
HU2 ,HU2 - Dunántúl,3141795,3142090,3143251,3142026,3140062,3146588,3144395,3139118,3136294,3130393,3123335,3122255,3117035,3107407,3099781,3088710,3078966,3074491,3062868,3054301,3043030,3029387,2995203,2985161,2971203,2956463,2945504,2933571,2927867,2927175
HU21,HU21 - Közép-Dunántúl,1117989,1118848,1116914,1117061,1116789,1122945,1123145,1121923,1122702,1121800,1119047,1120730,1120610,1113671,1112984,1110897,1108124,1107453,1104841,1103132,1098654,1094104,1079589,1074702,1069190,1063408,1060703,1056097,1055570,1058236
HU22,HU22 - Nyugat-Dunántúl,1006781,1006535,1009551,1009312,1008657,1010586,1010606,1009267,1008032,1005942,1004598,1003854,1002959,1004328,1003185,1000348,1000142,999361,997939,998187,996390,994698,984399,985279,984521,983925,983933,983251,985457,989343
HU23,HU23 - Dél-Dunántúl,1017025,1016707,1016786,1015653,1014616,1013057,1010644,1007928,1005560,1002651,999690,997671,993466,989408,983612,977465,970700,967677,960088,952982,947986,940585,931215,925180,917492,909130,900868,894223,886840,879596
HU3 ,HU3 - Alföld és Észak,4266505,4260827,4258768,4253655,4245817,4282935,4280872,4277277,4272057,4262933,4252230,4246936,4228771,4210201,4187257,4167867,4141945,4118989,4085216,4051174,4019858,3985089,3995904,3969754,3940749,3915375,3891033,3863914,3838906,3814421
HU31,HU31 - Észak-Magyarország,1323508,1319422,1316035,1312295,1307402,1320843,1317551,1315166,1312152,1307946,1304597,1302835,1296504,1288960,1280040,1271111,1261489,1251441,1236690,1223238,1209142,1194697,1200831,1189441,1176894,1164813,1153714,1143902,1134945,1126360
HU32,HU32 - Észak-Alföld,1547520,1546555,1546861,1546569,1545318,1566304,1567972,1568593,1568743,1567827,1564136,1563714,1559073,1554177,1547003,1541818,1533162,1525317,1514020,1502409,1492502,1481922,1498795,1491659,1484375,1479522,1474383,1468088,1460096,1450960
HU33,HU33 - Dél-Alföld,1395477,1394850,1395872,1394791,1393097,1395788,1395349,1393518,1391162,1387160,1383497,1380387,1373194,1367064,1360214,1354938,1347294,1342231,1334506,1325527,1318214,1308470,1296278,1288654,1279480,1271040,1262936,1251924,1243865,1237101
HUX ,HUX - Nicht regionalisiert / Unbekannte NUTS 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUXX,HUXX - Nicht regionalisiert / Unbekannte NUTS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT -,MT - Malta,352430,355910,359543,362977,366431,369451,371415,373958,376513,378518,380201,391415,394641,397296,399867,402668,404999,405616,407832,410926,414027,414989,417546,422509,429424,439691,450415,460297,475701,493559
MT0 ,MT0 - Malta,352430,355910,359543,362977,366431,369451,371415,373958,376513,378518,380201,391415,394641,397296,399867,402668,404999,405616,407832,410926,414027,414989,417546,422509,429424,439691,450415,460297,475701,493559
MT00,MT00 - Malta,352430,355910,359543,362977,366431,369451,371415,373958,376513,378518,380201,391415,394641,397296,399867,402668,404999,405616,407832,410926,414027,414989,417546,422509,429424,439691,450415,460297,475701,493559
NL -,NL - Niederlande,14892574,15010445,15129150,15239182,15341553,15424122,15493889,15567107,15654192,15760225,15863950,15987075,16105285,16192572,16258032,16305526,16334210,16357992,16405399,16485787,16574989,16655799,16730348,16779575,16829289,16900726,16979120,17081507,17181084,17282163
NL1 ,NL1 - Noord-Nederland,1594041,1598127,1602661,1607651,1615032,1622438,1627457,1633986,1640804,1648303,1656952,1671534,1685463,1694038,1698865,1701418,1700753,1702020,1704783,1708821,1713954,1717729,1718896,1718485,1718033,1718775,1718390,1722247,1722312,1723829
NL11,NL11 - Groningen,553862,554604,555226,555397,556607,557995,558113,558124,558017,559988,562646,566489,570480,572997,574384,575072,574042,573614,573459,574092,576668,579036,580875,581705,582728,583942,583721,583581,582944,583990
NL12,NL12 - Friesland (NL),599151,600013,601839,603998,607016,609579,612028,615045,618115,621222,624500,630539,636184,639787,642066,642977,642230,642209,643189,644811,646305,647282,647214,646862,646317,646257,646040,646874,647268,647672
NL13,NL13 - Drenthe,441028,443510,445596,448256,451409,454864,457316,460817,464672,467093,469806,474506,478799,481254,482415,483369,484481,486197,488135,489918,490981,491411,490807,489918,488988,488576,488629,491792,492100,492167
NL2 ,NL2 - Oost-Nederland,3036140,3064765,3094049,3122407,3149749,3177446,3203108,3225525,3252469,3283690,3313989,3349530,3384986,3412779,3432345,3447301,3459889,3469857,3482551,3499946,3517162,3531103,3543938,3553582,3559282,3569021,3583699,3603406,3623274,3644949
NL21,NL21 - Overijssel,1020424,1026325,1032418,1039083,1044648,1050389,1053966,1057944,1063527,1070444,1077625,1086280,1094032,1100677,1105512,1109432,1113529,1116374,1119994,1125435,1130345,1134465,1137668,1139350,1139697,1140652,1144280,1147687,1151501,1156431
NL22,NL22 - Gelderland,1804209,1816935,1828808,1839883,1851402,1864732,1876299,1886109,1895656,1906778,1919158,1934314,1949233,1960422,1966929,1972010,1975704,1979059,1983869,1991062,1998936,2004671,2010745,2015791,2019692,2026578,2035351,2047901,2060103,2071972
NL23,NL23 - Flevoland,211507,221505,232823,243441,253699,262325,272843,281472,293286,306468,317206,328936,341721,351680,359904,365859,370656,374424,378688,383449,387881,391967,395525,398441,399893,401791,404068,407818,411670,416546
NL3 ,NL3 - West-Nederland,6968952,7028665,7091624,7145636,7191806,7217981,7239231,7267303,7303722,7351221,7395813,7448216,7500417,7543668,7580493,7608753,7625684,7639268,7669533,7719856,7777014,7830125,7880753,7914606,7952694,8006238,8062022,8125777,8190014,8252442
NL31,NL31 - Utrecht,1015515,1026841,1037294,1047035,1056033,1063460,1070585,1079428,1088621,1098722,1107849,1117997,1139925,1152218,1162258,1171291,1180039,1190604,1201350,1210869,1220910,1228794,1237117,1245294,1253672,1263572,1273613,1284504,1295484,1306912
NL32,NL32 - Noord-Holland,2376015,2397088,2421665,2440165,2457329,2463611,2468432,2474754,2486105,2503158,2518354,2534599,2559477,2573120,2587265,2599103,2606584,2613070,2626163,2646445,2669084,2691477,2709822,2724300,2741369,2761929,2784854,2809483,2831182,2853359
NL33,NL33 - Zuid-Holland,3221475,3247282,3273460,3297241,3314577,3325064,3332860,3344695,3359047,3378770,3397744,3420700,3423780,3439982,3451942,3458381,3458875,3455097,3461435,3481558,3505611,3528324,3552407,3563935,3577032,3600011,3622303,3650222,3681044,3709139
NL34,NL34 - Zeeland,355947,357454,359205,361195,363867,365846,367354,368426,369949,370571,371866,374920,377235,378348,379028,379978,380186,380497,380585,380984,381409,381530,381407,381077,380621,380726,381252,381568,382304,383032
NL4 ,NL4 - Zuid-Nederland,3293441,3318888,3340816,3363488,3384966,3406257,3424093,3440293,3457197,3477011,3497196,3517795,3534419,3542087,3546329,3548054,3547884,3546847,3548532,3557164,3566859,3576842,3586761,3592902,3599280,3606692,3615009,3630077,3645484,3660943
NL41,NL41 - Noord-Brabant,2189481,2209047,2225331,2243546,2259779,2276207,2290424,2304094,2319262,2337709,2356004,2375116,2391123,2400198,2406994,2411359,2415946,2419042,2424827,2434560,2444158,2454215,2463686,2471011,2479274,2488751,2498749,2512531,2528286,2544806
NL42,NL42 - Limburg (NL),1103960,1109841,1115485,1119942,1125187,1130050,1133669,1136199,1137935,1139302,1141192,1142679,1143296,1141889,1139335,1136695,1131938,1127805,1123705,1122604,1122701,1122627,1123075,1121891,1120006,1117941,1116260,1117546,1117198,1116137
AT -,AT - Österreich,7644818,7710882,7798899,7882519,7928746,7943489,7953067,7964966,7971116,7982461,8002186,8020946,8063640,8100273,8142573,8201359,8254298,8282984,8307989,8335003,8351643,8375164,8408121,8451860,8507786,8584926,8700471,8772865,8822267,8858775
AT1 ,AT1 - Ostösterreich,3219274,3246000,3283464,3317228,3338124,3338685,3339649,3343996,3344933,3349729,3359846,3369328,3392463,3418657,3444493,3479550,3512077,3529875,3547701,3565870,3579589,3596910,3617321,3646529,3679647,3722471,3784928,3825277,3852119,3868466
